Reporting Area,MMWR Year,MMWR Week,"Salmonella Paratyphi infection§, Current week","Salmonella Paratyphi infection§, Current week, flag","Salmonella Paratyphi infection§, Previous 52 weeks Max†","Salmonella Paratyphi infection§, Previous 52 weeks Max†, flag","Salmonella Paratyphi infection§, Cum 2019†","Salmonella Paratyphi infection§, Cum 2019†, flag","Salmonella Paratyphi infection§, Cum 2018†","Salmonella Paratyphi infection§, Cum 2018†, flag","Salmonella Typhi infection¶, Current week","Salmonella Typhi infection¶, Current week, flag","Salmonella Typhi infection¶,Previous 52 weeks Max†","Salmonella Typhi infection¶,Previous 52 weeks Max†, flag","Salmonella Typhi infection, Cum 2019†","Salmonella Typhi infection, Cum 2019†, flag","Salmonella Typhi infection, Cum 2018†","Salmonella Typhi infection, Cum 2018†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Current week, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection)**, Previous 52 weeks Max†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2019†, flag","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**), Cum 2018†","Salmonellosis (excluding Salmonella Paratyphi infection and Salmonella Typhoid infection**, Cum 2018†, flag",Location 1,Location 2
MOUNTAIN,2019,13,,-,,NC,3,,,NN,,-,,NC,4,,,NN,18,,,NC,448,,,NN,,MOUNTAIN
PACIFIC,2019,13,,-,,NC,2,,,NN,,-,,NC,,-,,NN,,-,,NC,99,,,NN,,PACIFIC
US TERRITORIES,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
AMERICAN SAMOA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
NON-US RESIDENTS,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
TOTAL,2019,13,,-,,NC,12,,,NN,3,,,NC,32,,,NN,146,,,NC,1784,,,NN,,TOTAL
SOUTH CAROLINA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
PENNSYLVANIA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2019,13,,-,,NC,,-,,NN,,-,,NC,1,,,NN,47,,,NC,240,,,NN,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2019,13,,-,,NC,2,,,NN,,-,,NC,,-,,NN,3,,,NC,39,,,NN,"IDAHO
(43.680635, -114.364237)",
OREGON,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
VERMONT,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VERMONT
(43.622479, -72.51927)",
WASHINGTON,2019,13,,-,,NC,2,,,NN,,-,,NC,,-,,NN,,-,,NC,77,,,NN,"WASHINGTON
(47.517368, -120.467672)",
FLORIDA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2019,13,,-,,NC,1,,,NN,1,,,NC,7,,,NN,21,,,NC,222,,,NN,"NEW YORK
(42.826892, -75.544286)",
IOWA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
ARKANSAS,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,6,,,NC,50,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
NORTHERN MARIANA ISLANDS,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MONTANA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,19,,,NN,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
RHODE ISLAND,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,16,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2019,13,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
TEXAS,2019,13,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,42,,,NN,"TEXAS
(31.827233, -99.423022)",
NEVADA,2019,13,,-,,NC,,-,,NN,,-,,NC,1,,,NN,2,,,NC,10,,,NN,"NEVADA
(39.491833, -117.070159)",
UTAH,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,2,,,NC,42,,,NN,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
NORTH DAKOTA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,42,,,NN,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,22,,,NN,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,14,,,NN,"KENTUCKY
(37.64591, -84.774043)",
MISSOURI,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,10,,,NC,118,,,NN,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2019,13,,-,,NC,,-,,NN,,-,,NC,2,,,NN,1,,,NC,118,,,NN,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,27,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
SOUTH DAKOTA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
CONNECTICUT,2019,13,,-,,NC,,-,,NN,,-,,NC,3,,,NN,4,,,NC,66,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2019,13,,-,,NC,,-,,NN,,-,,NC,1,,,NN,2,,,NC,19,,,NN,"MAINE
(45.252223, -68.986647)",
INDIANA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
DISTRICT OF COLUMBIA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
ARIZONA,2019,13,,-,,NC,,-,,NN,,-,,NC,1,,,NN,3,,,NC,170,,,NN,"ARIZONA
(34.869712, -111.760902)",
VIRGINIA,2019,13,,-,,NC,4,,,NN,,-,,NC,4,,,NN,12,,,NC,129,,,NN,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,4,,,NC,102,,,NN,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,16,,,NC,65,,,NN,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2019,13,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WYOMING
(43.23558, -108.110518)",
GUAM,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2019,13,,-,,NC,,-,,NN,,-,,NC,1,,,NN,5,,,NC,12,,,NN,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
U.S. VIRGIN ISLANDS,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
MARYLAND,2019,13,,-,,NC,1,,,NN,2,,,NC,7,,,NN,5,,,NC,123,,,NN,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2019,13,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
US RESIDENTS,2019,14,1,,,NC,13,,,NN,2,,,NC,37,,,NN,165,,,NC,2195,,,NN,,US RESIDENTS
NEW ENGLAND,2019,14,1,,,NC,1,,,NN,,-,,NC,6,,,NN,4,,,NC,137,,,NN,,NEW ENGLAND
MIDDLE ATLANTIC,2019,14,,-,,NC,1,,,NN,1,,,NC,8,,,NN,32,,,NC,254,,,NN,MIDDLE ATLANTIC,
NEW YORK CITY,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
EAST NORTH CENTRAL,2019,14,,-,,NC,,-,,NN,,-,,NC,1,,,NN,34,,,NC,273,,,NN,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,14,,-,,NC,,-,,NN,,-,,NC,1,,,NN,13,,,NC,152,,,NN,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,14,,-,,NC,5,,,NN,1,,,NC,12,,,NN,8,,,NC,259,,,NN,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,173,,,NN,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,14,,-,,NC,1,,,NN,,-,,NC,2,,,NN,52,,,NC,342,,,NN,,WEST SOUTH CENTRAL
MOUNTAIN,2019,14,,-,,NC,3,,,NN,,-,,NC,6,,,NN,18,,,NC,492,,,NN,,MOUNTAIN
PACIFIC,2019,14,,-,,NC,2,,,NN,,-,,NC,1,,,NN,1,,,NC,113,,,NN,,PACIFIC
US TERRITORIES,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
AMERICAN SAMOA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
NON-US RESIDENTS,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
TOTAL,2019,14,1,,,NC,13,,,NN,2,,,NC,37,,,NN,165,,,NC,2195,,,NN,,TOTAL
NORTH DAKOTA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
KANSAS,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"KANSAS
(38.345528, -98.201847)",
MICHIGAN,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,19,,,NN,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,48,,,NN,"TENNESSEE
(35.681402, -85.774444)",
UTAH,2019,14,,-,,NC,,-,,NN,,-,,NC,1,,,NN,3,,,NC,53,,,NN,"UTAH
(39.359772, -111.584173)",
GUAM,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
DISTRICT OF COLUMBIA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW HAMPSHIRE,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,30,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALASKA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2019,14,,-,,NC,,-,,NN,,-,,NC,3,,,NN,,-,,NC,68,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2019,14,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,182,,,NN,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2019,14,,-,,NC,2,,,NN,,-,,NC,,-,,NN,4,,,NC,43,,,NN,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2019,14,,-,,NC,,-,,NN,,-,,NC,2,,,NN,1,,,NC,12,,,NN,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,9,,,NC,134,,,NN,"MISSOURI
(38.636168, -92.566292)",
VERMONT,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,2,,,NN,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2019,14,,-,,NC,2,,,NN,,-,,NC,,-,,NN,1,,,NC,88,,,NN,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
U.S. VIRGIN ISLANDS,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"VIRGIN ISLANDS
(18.060868, -64.840836)",
TEXAS,2019,14,,-,,NC,1,,,NN,,-,,NC,2,,,NN,41,,,NC,264,,,NN,"TEXAS
(31.827233, -99.423022)",
IOWA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"IOWA
(42.46942, -93.815856)",
COLORADO,2019,14,,-,,NC,,-,,NN,,-,,NC,2,,,NN,5,,,NC,129,,,NN,"COLORADO
(38.841772, -106.132562)",
OREGON,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
FLORIDA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"FLORIDA
(28.915325, -81.922409)",
LOUISIANA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,11,,,NC,78,,,NN,"LOUISIANA
(31.2931, -92.463284)",
GEORGIA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GEORGIA
(32.836038, -83.631709)",
WYOMING,2019,14,,-,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WYOMING
(43.23558, -108.110518)",
RHODE ISLAND,2019,14,1,,,NC,1,,,NN,,-,,NC,,-,,NN,,-,,NC,16,,,NN,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2019,14,,-,,NC,,-,,NN,,-,,NC,2,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2019,14,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,25,,,NN,"HAWAII
(21.30992, -157.858158)",
NORTHERN MARIANA ISLANDS,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
SOUTH CAROLINA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2019,14,,-,,NC,,-,,NN,,-,,NC,1,,,NN,34,,,NC,273,,,NN,"OHIO
(40.056807, -82.405897)",
NEBRASKA,2019,14,,-,,NC,,-,,NN,,-,,NC,1,,,NN,4,,,NC,18,,,NN,"NEBRASKA
(41.640503, -99.367122)",
KENTUCKY,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,15,,,NN,"KENTUCKY
(37.64591, -84.774043)",
ALABAMA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,110,,,NN,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2019,14,,-,,NC,,-,,NN,,-,,NC,1,,,NN,2,,,NC,21,,,NN,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WISCONSIN
(44.395526, -89.834513)",
INDIANA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
CALIFORNIA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2019,14,,-,,NC,4,,,NN,,-,,NC,4,,,NN,,-,,NC,129,,,NN,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NEW JERSEY
(40.104655, -74.386686)",
ARKANSAS,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
PENNSYLVANIA,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW MEXICO,2019,14,,-,,NC,,-,,NN,,-,,NC,,-,,NN,1,,,NC,54,,,NN,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2019,14,,-,,NC,1,,,NN,1,,,NC,8,,,NN,32,,,NC,254,,,NN,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2019,14,,-,,NC,1,,,NN,1,,,NC,8,,,NN,8,,,NC,130,,,NN,"MARYLAND
(39.290443, -76.612333)",
US RESIDENTS,2019,15,,-,,NC,14,,,NN,3,,,NC,40,,,NN,145,,,NC,2525,,,NN,,US RESIDENTS
NEW ENGLAND,2019,15,,-,,NC,2,,,NN,,-,,NC,6,,,NN,2,,,NC,143,,,NN,,NEW ENGLAND
MIDDLE ATLANTIC,2019,15,,-,,NC,1,,,NN,1,,,NC,9,,,NN,20,,,NC,274,,,NN,MIDDLE ATLANTIC,
NEW YORK CITY,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NEW YORK CITY
EAST NORTH CENTRAL,2019,15,,-,,NC,,-,,NN,,-,,NC,1,,,NN,26,,,NC,299,,,NN,,EAST NORTH CENTRAL
WEST NORTH CENTRAL,2019,15,,-,,NC,,-,,NN,,-,,NC,1,,,NN,17,,,NC,199,,,NN,,WEST NORTH CENTRAL
SOUTH ATLANTIC,2019,15,,-,,NC,5,,,NN,2,,,NC,14,,,NN,21,,,NC,322,,,NN,,SOUTH ATLANTIC
EAST SOUTH CENTRAL,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,10,,,NC,196,,,NN,,EAST SOUTH CENTRAL
WEST SOUTH CENTRAL,2019,15,,-,,NC,1,,,NN,,-,,NC,2,,,NN,28,,,NC,410,,,NN,,WEST SOUTH CENTRAL
MOUNTAIN,2019,15,,-,,NC,3,,,NN,,-,,NC,6,,,NN,15,,,NC,555,,,NN,,MOUNTAIN
PACIFIC,2019,15,,-,,NC,2,,,NN,,-,,NC,1,,,NN,6,,,NC,127,,,NN,,PACIFIC
US TERRITORIES,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,US TERRITORIES
AMERICAN SAMOA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,AMERICAN SAMOA
NON-US RESIDENTS,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,NON-US RESIDENTS
TOTAL,2019,15,,-,,NC,14,,,NN,3,,,NC,40,,,NN,145,,,NC,2525,,,NN,,TOTAL
GUAM,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"GUAM
(13.3532, 144.653198)",
ALASKA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"ALASKA
(64.836661, -147.738891)",
DELAWARE,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2019,15,,-,,NC,,-,,NN,,-,,NC,2,,,NN,6,,,NC,144,,,NN,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2019,15,,-,,NC,,-,,NN,,-,,NC,3,,,NN,,-,,NC,68,,,NN,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2019,15,,-,,NC,4,,,NN,1,,,NC,5,,,NN,13,,,NC,175,,,NN,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MINNESOTA
(46.357661, -94.793397)",
MONTANA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,23,,,NN,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,31,,,NN,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2019,15,,-,,NC,1,,,NN,1,,,NC,9,,,NN,8,,,NC,144,,,NN,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2019,15,,-,,NC,,-,,NN,,-,,NC,1,,,NN,6,,,NC,198,,,NN,"ARIZONA
(34.869712, -111.760902)",
OKLAHOMA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"OREGON
(44.567912, -120.156945)",
NORTH CAROLINA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH CAROLINA
(35.47995, -79.180571)",
ALABAMA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,3,,,NC,118,,,NN,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH DAKOTA,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,27,,,NN,"SOUTH DAKOTA
(44.35371, -100.373709)",
MICHIGAN,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2019,15,,-,,NC,1,,,NN,,-,,NC,2,,,NN,,-,,NC,,-,,NN,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTHERN MARIANA ISLANDS,2019,15,,-,,NC,,-,,NN,,-,,NC,,-,,NN,,-,,NC,,-,,NN,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
MAINE,2019,15,,-,,NC,,-,,NN,,-,,NC,1,,,NN,,-,,NC,22,,,NN,"MAINE
(45.252223, -68.986647)",
TEXAS,2019,15,,-,,NC,1,,,NN,,-,,NC,2,,,NN,20,,,NC,321,,,NN,"TEXAS
(31.827233, -99.423022)",
